LoanID,ClienteID,FechaDesembolso,ImporteAprobado,RiesgoAsignado
L00697,C04893,2025-02-08,40084,B
L00698,C00138,2025-10-24,186498,B
L00699,C03473,2025-12-08,36584,A
L00700,C02833,2024-01-21,36245,B
L00701,C03580,2024-09-13,195031,A
L00702,C03032,2025-02-02,9983,A
L00703,C04165,2025-06-12,233857,A
L00704,C02594,2024-02-20,232999,A
L00705,C04301,2025-03-22,35897,A
L00706,C03819,2024-09-26,176674,A
L00707,C04139,2025-08-17,54411,A
L00708,C03824,2025-09-27,250196,A
L00709,C04043,2024-09-18,83466,A
L00710,C01907,2024-12-30,211928,A
L00711,C00761,2024-02-18,229622,A
L00712,C03446,2025-06-01,108482,C
L00713,C00900,2025-09-20,174198,D
L00714,C04456,2024-04-27,206115,D
L00715,C02948,2025-03-28,291069,B
L00716,C01720,2025-10-02,159761,B
L00717,C00281,2025-01-31,190218,A
L00718,C03267,2025-11-13,282382,D
L00719,C01888,2024-01-27,160879,C
L00720,C03267,2025-12-11,241130,C
L00721,C00667,2025-01-06,210529,A
L00722,C04189,2024-04-06,16204,B
L00723,C00672,2025-06-12,256628,A
L00724,C01970,2025-11-15,171769,D
L00725,C04157,2025-09-04,137602,A
L00726,C03123,2024-07-04,232849,B
L00727,C04700,2025-11-26,291441,A
L00728,C04778,2024-08-02,202323,C
L00729,C03901,2024-09-07,211141,A
L00730,C00524,2024-08-03,45295,C
L00731,C02394,2024-01-29,57464,B
L00732,C03118,2024-04-11,12223,B
L00733,C02594,2024-05-02,98232,A
L00734,C01969,2024-02-23,288720,C
L00735,C01754,2024-10-09,257787,C
L00736,C02297,2025-09-05,87121,A
L00737,C02262,2024-04-26,138212,B
L00738,C02287,2025-09-07,64016,A
L00739,C04203,2025-07-10,112552,A
L00740,C02879,2024-04-23,106975,B
L00741,C04144,2025-06-26,128505,B
L00742,C03645,2025-11-06,279166,B
L00743,C04433,2025-12-01,23328,B
L00744,C02056,2024-10-19,7929,C
L00745,C04721,2024-07-13,73919,D
L00746,C01277,2024-10-18,266039,A
L00747,C02767,2024-09-17,57692,B
L00748,C00303,2024-07-25,229040,C
L00749,C00639,2025-07-17,81647,B
L00750,C00056,2024-02-18,64962,B
L00751,C04822,2024-01-06,102435,C
L00752,C00526,2025-01-13,28161,C
L00753,C04570,2025-01-28,38089,C
L00754,C04124,2024-08-11,288197,A
L00755,C02126,2024-01-23,121381,B
L00756,C03288,2025-10-18,22447,A
L00757,C00365,2024-04-19,94841,A
L00758,C04622,2025-12-24,8111,B
L00759,C04979,2025-07-06,63820,A
L00760,C01647,2025-02-02,98029,B
L00761,C00919,2024-06-20,122949,B
L00762,C02798,2025-11-28,212593,C
L00763,C01532,2025-12-26,204694,A
L00764,C03346,2024-11-01,246538,A
L00765,C01907,2025-07-17,94000,B
L00766,C03087,2025-08-04,207940,A
L00767,C04581,2025-12-08,240823,A
L00768,C02076,2024-05-30,178614,C
L00769,C00714,2025-03-03,242239,A
L00770,C01063,2025-09-12,176508,B
L00771,C01977,2025-04-11,6229,A
L00772,C01297,2025-09-21,247193,A
L00773,C00126,2025-08-29,266882,A
L00774,C04633,2025-07-09,106101,C
L00775,C03597,2024-03-07,6363,C
L00776,C03284,2024-06-04,87372,C
L00777,C01604,2024-07-24,223988,B
L00778,C00067,2024-06-03,54729,C
L00779,C00233,2025-11-21,287447,A
L00780,C02157,2025-05-23,8264,C
L00781,C01170,2025-07-25,238618,B
L00782,C02159,2024-03-14,258941,C
L00783,C04207,2024-02-18,87102,A
L00784,C01494,2025-04-11,291955,C
L00785,C04719,2025-08-07,263226,B
L00786,C04008,2025-12-08,24856,A
L00787,C02473,2024-06-27,125347,B
L00788,C02661,2024-02-17,236746,A
L00789,C02740,2024-03-12,112780,A
L00790,C01762,2024-04-22,244291,B
L00791,C03515,2024-06-07,81174,A
L00792,C01976,2024-01-30,127155,A
L00793,C02363,2024-04-06,287742,A
L00794,C00877,2024-09-07,47541,A
L00795,C03813,2025-06-02,119047,A
L00796,C03449,2024-04-01,37223,A
L00797,C01313,2024-04-22,36024,A
L00798,C01461,2024-09-15,127538,D
L00799,C02710,2024-04-16,8941,D
L00800,C02325,2025-07-28,46617,C
L00801,C01734,2025-01-24,95815,A
L00802,C01606,2024-12-23,31025,C
L00803,C02564,2024-07-17,88172,B
L00804,C03422,2025-03-02,18277,A
L00805,C03518,2025-04-22,299997,C
L00806,C02398,2025-05-17,162883,D
L00807,C03736,2025-10-19,11909,C
L00808,C02871,2025-07-26,98605,A
L00809,C01161,2024-04-29,265175,B
L00810,C04855,2025-07-26,189505,A
L00811,C00243,2024-11-04,239029,A
L00812,C02591,2025-06-21,209641,C
L00813,C01064,2025-09-18,146820,A
L00814,C04325,2025-04-19,248301,A
L00815,C02596,2025-07-05,198537,A
L00816,C00920,2024-12-09,119200,B
L00817,C00006,2025-09-19,54408,D
L00818,C00468,2024-05-15,16998,B
L00819,C04171,2024-10-03,149836,A
L00820,C00004,2025-06-16,181451,B
L00821,C00646,2024-01-31,217466,B
L00822,C00118,2024-09-03,195660,C
L00823,C02929,2025-02-14,218685,B
L00824,C02552,2024-01-27,198470,A
L00825,C04290,2024-03-13,115716,A
L00826,C00847,2024-04-06,128362,C
L00827,C02763,2025-11-03,74201,A
L00828,C01142,2024-12-11,113894,C
L00829,C01811,2025-04-20,21734,A
L00830,C00724,2024-10-26,213670,C
L00831,C00225,2024-10-25,128107,A
L00832,C04628,2024-10-13,27313,A
L00833,C04209,2025-03-24,154277,B
L00834,C04655,2024-07-30,255649,B
L00835,C02049,2024-03-16,17464,A
L00836,C04750,2025-02-04,32132,B
L00837,C04416,2025-10-16,55737,A
L00838,C01574,2024-02-03,244246,B
L00839,C01829,2025-05-12,105584,B
L00840,C01918,2025-05-30,205357,C
L00841,C04235,2024-11-23,40306,B
L00842,C02027,2024-04-07,30592,C
L00843,C03745,2024-12-31,220059,A
L00844,C00902,2025-12-29,229866,A
L00845,C04786,2025-04-07,49758,B
L00846,C02040,2024-01-28,262579,B
L00847,C00010,2025-12-13,259062,B
L00848,C00261,2025-01-20,236910,C
L00849,C01674,2024-09-29,11577,B
L00850,C02220,2024-05-06,252701,C
L00851,C02061,2024-07-20,90230,B
L00852,C03714,2025-06-04,144335,A
L00853,C01620,2024-10-13,275216,C
L00854,C00321,2025-03-25,65814,C
L00855,C01343,2024-03-28,251575,A
L00856,C02377,2024-11-13,259355,A
L00857,C02833,2024-01-19,141763,B
L00858,C02825,2025-08-15,138025,A
L00859,C01995,2024-04-16,75499,B
L00860,C02959,2025-04-02,98405,D
L00861,C02039,2024-11-06,262654,A
L00862,C03491,2025-02-15,156257,A
L00863,C03678,2025-09-15,39699,B
L00864,C01119,2025-09-26,120799,A
L00865,C01605,2025-05-12,60631,C
L00866,C04028,2024-08-31,174366,A
L00867,C00236,2025-11-20,17920,B
L00868,C01970,2025-07-30,231592,A
L00869,C04430,2025-01-14,189681,B
L00870,C01909,2025-05-29,216997,B
L00871,C00376,2024-07-25,67358,D
L00872,C03531,2025-01-28,243461,B
L00873,C02636,2024-01-21,220676,C
L00874,C01571,2025-06-10,145510,B
L00875,C02561,2024-12-08,120434,D
L00876,C03392,2025-12-18,75779,A
L00877,C02966,2024-07-20,241202,B
L00878,C03644,2024-04-29,240493,A
L00879,C03851,2025-10-10,87926,A
L00880,C00873,2025-01-23,91230,B
L00881,C01253,2025-06-20,113987,C
L00882,C01315,2024-08-21,85420,B
L00883,C04821,2025-09-24,262655,A
L00884,C02899,2025-08-24,76092,A
L00885,C00078,2024-11-15,43009,A
L00886,C02622,2025-12-12,68976,D
L00887,C04228,2024-06-28,249290,A
L00888,C00601,2025-01-02,168297,A
L00889,C01066,2024-03-16,75935,B
L00890,C02137,2025-10-10,149720,A
L00891,C02450,2025-10-11,253768,A
L00892,C02344,2025-05-10,53373,B
L00893,C01864,2025-06-05,201209,C
L00894,C01319,2024-07-19,164219,C
L00895,C04712,2024-12-11,24295,C
L00896,C03598,2025-04-27,274041,D
L00897,C03763,2024-08-06,212884,A
L00898,C04671,2024-02-29,174325,A
L00899,C02191,2025-10-20,272982,A
L00900,C00993,2025-09-10,218765,B
L00901,C02713,2025-07-03,203752,B
L00902,C02193,2025-10-07,84942,B
L00903,C01249,2024-08-08,293558,A
L00904,C03055,2025-05-16,34483,A
L00905,C04599,2024-05-12,191621,B
L00906,C04034,2024-02-22,262205,A
L00907,C01998,2025-03-25,162523,C
L00908,C04917,2024-03-02,177035,D
L00909,C03688,2024-01-23,224280,A
L00910,C02152,2024-02-13,70509,C
L00911,C04019,2025-07-11,133104,B
L00912,C03111,2025-10-20,299435,A
L00913,C01971,2025-12-28,157889,A
L00914,C00198,2024-02-16,89487,A
L00915,C02627,2024-01-24,266021,B
L00916,C01203,2025-10-18,256477,A
L00917,C02036,2024-03-29,138631,C
L00918,C00478,2024-06-22,281888,D
L00919,C01255,2025-07-29,243906,A
L00920,C00923,2024-04-28,288165,A
L00921,C00420,2025-10-29,61898,B
L00922,C02205,2024-06-26,83723,C
L00923,C02598,2024-12-07,187108,A
L00924,C01121,2025-07-21,63399,B
L00925,C03069,2024-02-28,154078,C
L00926,C00951,2025-03-13,57434,A
L00927,C02337,2025-03-03,118214,A
L00928,C02244,2025-03-01,139141,D
L00929,C02646,2025-01-15,11486,A
L00930,C01858,2025-04-30,201461,A
L00931,C04613,2024-07-03,33800,B
L00932,C01866,2025-07-12,173292,A
L00933,C02913,2025-04-04,129322,D
L00934,C02854,2024-04-11,192326,A
L00935,C04911,2025-07-09,279013,C
L00936,C03229,2024-01-15,41454,A
L00937,C03720,2024-02-20,71326,A
L00938,C03229,2024-11-04,52595,B
L00939,C02372,2024-02-03,263184,D
L00940,C02892,2025-09-27,152681,A
L00941,C03757,2025-08-11,125036,B
L00942,C04226,2025-09-26,79539,A
L00943,C00095,2024-07-23,32068,C
L00944,C02675,2024-03-10,51996,D
L00945,C01956,2024-08-17,205831,B
L00946,C00794,2025-04-24,94440,B
L00947,C01835,2025-06-16,172906,A
L00948,C02117,2024-04-17,156818,A
L00949,C04107,2024-08-28,288551,A
L00950,C03326,2024-09-07,31403,A
L00951,C02920,2024-05-14,278781,C
L00952,C02598,2024-03-30,144684,B
L00953,C03206,2025-08-13,166482,A
L00954,C04808,2025-03-15,65108,C
L00955,C00815,2025-11-19,235747,D
L00956,C00346,2024-10-24,205846,B
L00957,C02350,2025-02-10,228372,B
L00958,C00363,2024-11-03,253372,A
L00959,C02444,2024-04-11,285608,A
L00960,C02266,2024-12-26,297982,A
L00961,C02189,2025-09-15,10919,D
L00962,C03006,2025-11-23,274941,B
L00963,C03282,2025-09-07,187959,C
L00964,C00985,2025-06-11,93003,A
L00965,C01640,2025-08-30,108638,B
L00966,C00828,2024-10-19,239316,A
L00967,C02731,2024-05-25,82557,C
L00968,C03532,2025-02-07,294402,A
L00969,C04452,2024-01-02,120090,B
L00970,C02936,2024-04-28,155431,A
L00971,C03877,2025-08-28,96714,B
L00972,C00127,2024-07-09,17914,B
L00973,C03178,2024-01-03,143608,B
L00974,C03057,2025-05-01,191143,A
L00975,C00604,2025-09-14,126448,B
L00976,C03450,2024-06-25,38748,B
L00977,C04147,2024-09-13,81022,D
L00978,C03534,2025-06-17,81323,A
L00979,C03368,2025-04-21,106242,D
L00980,C03369,2025-02-01,65120,B
L00981,C03798,2025-05-10,65592,A
L00982,C01793,2024-08-07,210103,B
L00983,C02862,2024-06-21,14885,B
L00984,C03477,2025-01-24,134006,A
L00985,C03418,2025-05-16,100964,B
L00986,C01646,2025-07-30,193133,B
L00987,C01206,2024-09-16,167394,B
L00988,C03031,2024-05-10,55073,B
L00989,C02873,2024-04-22,292140,B
L00990,C03073,2025-12-23,97290,A
L00991,C01855,2024-01-20,165321,A
L00992,C04022,2024-08-02,257028,B
L00993,C04663,2024-11-05,223021,A
L00994,C02709,2024-09-07,131379,A
L00995,C03503,2025-05-02,206295,A
L00996,C01333,2025-01-16,239733,A
L00997,C00202,2025-02-12,97971,B
L00998,C03508,2024-09-27,95463,B
L00999,C04213,2025-02-10,189956,C
L01000,C00575,2025-11-22,254668,A
L01001,C00537,2024-07-12,10291,A
L01002,C01626,2025-03-16,118844,B
L01003,C02123,2024-11-08,270266,D
L01004,C00386,2024-03-19,9876,D
L01005,C03282,2024-06-28,248082,B
L01006,C00475,2025-11-05,62147,B
L01007,C00418,2025-12-14,137895,B
L01008,C03601,2024-01-14,107377,B
L01009,C00955,2024-09-02,194276,B
L01010,C04972,2024-01-14,107699,A
L01011,C04859,2024-04-08,240427,A
L01012,C01206,2024-02-02,235852,C
L01013,C04760,2025-03-11,23980,C
L01014,C04121,2024-09-13,274265,A
L01015,C01991,2024-02-03,209562,C
L01016,C04806,2024-01-19,257703,B
L01017,C03573,2025-10-25,218525,A
L01018,C04381,2024-09-16,88176,B
L01019,C04159,2025-11-06,55809,D
L01020,C04758,2025-08-11,129032,A
L01021,C02714,2025-02-19,121440,C
L01022,C02204,2024-05-16,290241,A
L01023,C03121,2024-12-24,7978,C
L01024,C00967,2025-12-20,140404,C
L01025,C04945,2025-08-01,237389,C
L01026,C03433,2024-04-25,259652,D
L01027,C00689,2025-02-07,282233,A
L01028,C04244,2024-07-20,200824,A
L01029,C03702,2025-01-10,59018,B
L01030,C00342,2024-09-06,132198,B
L01031,C01725,2025-03-21,251882,C
L01032,C04423,2024-10-04,270974,A
L01033,C01793,2024-04-21,293142,C
L01034,C01760,2025-04-17,166749,C
L01035,C03213,2025-11-18,34101,A
L01036,C00990,2025-01-26,245575,B
L01037,C02263,2024-05-22,12053,A
L01038,C02483,2024-02-01,141742,C
L01039,C00952,2024-06-29,117566,A
L01040,C00723,2025-08-01,118651,A
L01041,C03390,2025-05-30,146353,A
L01042,C02080,2024-09-25,219730,A
L01043,C02718,2024-08-23,58341,B
L01044,C02333,2024-10-03,73069,C
L01045,C03377,2025-07-06,190493,B
L01046,C04525,2025-09-24,239452,A
L01047,C01501,2024-10-01,228930,A
L01048,C00286,2024-03-26,251244,A
L01049,C03496,2024-03-03,188678,B
L01050,C02066,2025-02-07,277020,B
L01051,C00769,2024-07-10,107591,B
L01052,C03058,2024-10-19,248432,A
L01053,C04290,2024-01-31,20171,B
L01054,C02162,2024-11-25,262030,B
L01055,C03294,2025-10-19,101621,A
L01056,C00947,2024-04-16,262069,D
L01057,C04927,2025-09-13,261392,A
L01058,C03336,2024-10-02,200513,B
L01059,C04151,2025-12-22,50078,D
L01060,C04896,2025-10-12,294922,A
L01061,C04874,2025-08-20,212998,A
L01062,C01482,2025-07-09,156996,B
L01063,C01902,2024-03-22,50832,A
L01064,C03452,2024-03-04,113540,B
L01065,C04065,2025-07-20,241852,C
L01066,C00055,2025-08-08,71243,B
L01067,C01824,2024-05-08,250701,B
L01068,C03463,2024-09-12,37815,B
L01069,C03080,2024-08-18,22489,C
L01070,C00833,2025-05-11,265358,B
L01071,C04409,2024-05-16,243047,D
L01072,C02807,2025-03-30,186090,B
L01073,C02491,2024-12-20,147524,A
L01074,C00328,2025-09-15,295779,A
L01075,C03311,2025-04-29,234355,C
L01076,C03301,2024-05-25,104332,A
L01077,C03676,2024-02-02,254488,C
L01078,C03055,2024-09-16,157259,B
L01079,C02144,2024-03-27,290097,D
L01080,C01312,2024-09-21,273422,C
L01081,C03192,2025-06-25,180638,B
L01082,C02539,2025-01-26,64722,C
L01083,C03984,2024-08-19,285180,D
L01084,C04548,2025-08-10,118031,A
L01085,C00165,2025-03-22,160655,D
L01086,C04278,2024-05-08,145548,A
L01087,C00823,2024-09-27,75854,C
L01088,C00944,2024-03-29,99805,A
L01089,C04426,2025-04-10,160826,B
L01090,C00775,2024-06-18,287123,C
L01091,C02199,2024-05-07,197233,B
L01092,C03157,2024-06-22,9453,B
L01093,C04243,2024-01-26,62260,A
L01094,C03696,2025-07-26,222789,D
L01095,C03453,2025-05-25,224973,A
L01096,C00915,2025-05-02,96862,A
L01097,C01309,2025-08-01,176777,B
L01098,C04178,2025-02-09,59029,B
L01099,C00514,2024-01-26,37952,B
L01100,C01921,2024-03-23,237509,A
L01101,C03595,2024-12-29,206586,A
L01102,C04842,2025-01-01,125825,D
L01103,C01410,2024-02-29,215381,D
L01104,C04803,2025-07-04,134959,C
L01105,C04567,2025-09-26,26796,C
L01106,C03191,2024-10-18,186420,A
L01107,C04492,2024-07-09,189405,B
L01108,C01556,2025-04-05,284866,C
L01109,C00805,2025-10-25,224163,A
L01110,C01280,2024-08-20,117761,A
L01111,C03578,2025-04-18,84098,B
L01112,C02902,2025-02-08,253380,B
L01113,C01388,2025-10-19,30258,A
L01114,C04689,2024-09-27,278850,A
L01115,C02762,2024-05-13,296087,D
L01116,C02680,2024-06-19,289459,A
L01117,C02107,2025-02-18,15352,B
L01118,C04224,2024-01-28,39497,B
L01119,C04832,2024-05-15,181046,C
L01120,C02769,2025-02-08,32228,B
L01121,C03954,2025-05-19,13882,A
L01122,C03187,2024-08-28,259962,A
L01123,C03281,2025-03-19,152340,B
L01124,C02574,2025-03-09,248180,A
L01125,C04617,2024-08-15,291607,A
L01126,C02600,2025-05-23,81789,A
L01127,C04034,2024-10-29,90940,A
L01128,C00237,2024-02-03,276971,A
L01129,C01305,2024-01-02,212546,A
L01130,C03431,2024-12-27,169134,A
L01131,C01302,2024-07-13,95690,C
L01132,C02542,2025-08-28,6585,D
L01133,C02052,2024-11-03,272571,A
L01134,C00442,2025-10-08,86156,A
L01135,C02077,2025-12-16,250954,D
L01136,C03181,2024-09-06,14033,C
L01137,C02658,2024-05-26,167142,C
L01138,C03799,2024-12-11,117458,A
L01139,C00805,2024-12-13,185176,B
L01140,C00075,2024-09-10,17199,D
L01141,C02176,2025-02-02,158799,B
L01142,C03925,2024-11-29,7931,B
L01143,C02090,2024-06-24,85379,C
L01144,C00041,2024-05-04,192265,C
L01145,C02082,2025-02-01,272843,D
L01146,C04684,2024-05-10,259031,A
L01147,C01623,2025-07-15,163393,A
L01148,C00342,2025-08-27,12636,A
L01149,C04053,2025-02-10,125249,C
L01150,C02075,2024-11-29,282133,A
L01151,C00646,2024-01-20,56086,A
L01152,C04827,2024-07-23,249613,C
L01153,C04264,2025-08-25,238743,B
L01154,C00610,2024-12-20,215409,C
L01155,C00455,2024-06-21,35398,B
L01156,C02954,2024-07-07,75774,A
L01157,C01709,2024-01-02,269978,A
L01158,C03473,2024-06-16,31230,B
L01159,C02970,2025-01-02,98715,A
L01160,C03029,2025-06-19,236048,B
L01161,C04798,2025-08-02,275334,B
L01162,C02682,2025-01-04,94364,A
L01163,C03630,2025-12-06,140422,B
L01164,C04226,2025-08-18,179758,C
L01165,C03068,2025-03-12,164772,D
L01166,C01387,2024-07-25,77146,B
L01167,C03777,2024-02-18,112554,A
L01168,C02867,2025-06-27,264365,C
L01169,C04789,2025-11-12,292321,B
L01170,C03364,2024-05-08,212778,D
L01171,C04890,2025-03-22,59339,B
L01172,C04125,2025-09-05,242420,A
L01173,C00149,2024-02-04,177142,D
L01174,C03851,2024-07-17,196775,B
L01175,C02059,2024-03-17,161478,A
L01176,C01137,2025-01-03,6066,B
L01177,C00187,2025-06-09,206578,A
L01178,C02855,2024-12-14,266803,C
L01179,C01251,2025-05-20,55469,B
L01180,C01334,2025-10-04,159422,A
L01181,C04194,2024-08-25,230843,C
L01182,C04151,2024-10-06,185271,B
L01183,C02712,2025-07-30,129648,A
L01184,C04854,2025-03-07,240514,A
L01185,C04502,2024-05-17,70133,C
L01186,C01786,2024-09-25,26245,A
L01187,C00751,2024-07-19,113574,C
L01188,C01763,2024-05-21,48266,A
L01189,C03921,2025-09-03,237791,A
L01190,C04461,2025-10-11,98254,C
L01191,C00482,2025-11-10,44218,B
L01192,C00154,2025-09-02,182250,A
L01193,C01525,2024-12-20,207772,D
L01194,C02121,2025-07-31,12787,A
L01195,C02344,2024-11-24,50286,C
L01196,C01241,2025-07-12,267225,B
L01197,C00061,2024-08-18,8005,A
L01198,C00939,2024-11-03,78944,B
L01199,C01640,2025-10-19,136406,D
L01200,C04121,2025-12-19,128438,B
L01201,C04227,2024-05-25,81639,B
L01202,C03570,2024-05-31,63217,A
L01203,C01253,2024-05-19,112248,C
L01204,C04204,2025-10-24,115257,D
L01205,C00172,2024-01-21,30169,C
L01206,C01459,2024-09-10,232102,C
L01207,C03550,2024-03-04,114247,A
L01208,C04198,2024-08-05,159524,C
L01209,C02323,2024-03-12,205505,A
L01210,C01637,2024-06-10,62253,C
L01211,C03116,2024-05-09,80210,A
L01212,C04091,2025-08-03,97246,B
L01213,C03005,2024-08-12,156042,B
L01214,C00330,2025-08-02,34184,C
L01215,C03641,2025-03-29,227167,C
L01216,C03895,2025-01-18,43365,A
L01217,C04108,2024-04-16,36217,A
L01218,C01342,2025-09-12,10051,D
L01219,C03664,2024-04-12,87662,A
L01220,C00216,2024-05-20,148947,B
L01221,C00339,2025-07-30,122959,D
L01222,C04063,2024-05-13,187734,C
L01223,C02709,2024-07-17,262962,B
L01224,C03153,2025-05-24,252135,B
L01225,C01751,2025-10-28,63475,B
L01226,C02422,2024-03-19,298218,A
L01227,C00710,2025-04-26,73052,A
L01228,C03727,2025-05-26,27622,C
L01229,C03643,2024-09-06,247531,A
L01230,C03994,2025-08-21,118707,B
L01231,C00489,2025-08-22,203087,B
L01232,C00047,2025-04-27,218946,A
L01233,C03360,2024-06-20,97543,A
L01234,C04874,2024-01-17,45982,C
L01235,C04807,2024-10-20,195141,B
L01236,C00401,2025-01-28,181150,C
L01237,C03991,2025-05-12,122993,A
L01238,C03158,2024-08-06,194856,A
L01239,C04346,2024-08-21,157908,A
L01240,C00391,2025-01-24,230854,A
L01241,C03854,2024-09-04,73083,A
L01242,C04431,2024-02-21,108227,B
L01243,C00629,2024-01-15,295274,A
L01244,C04233,2024-11-19,250948,A
L01245,C02931,2025-03-16,150511,A
L01246,C01522,2024-04-21,140787,B
L01247,C00827,2025-11-26,162179,B
L01248,C04823,2024-01-07,227552,A
L01249,C01501,2025-07-16,48394,B
L01250,C03295,2024-09-01,253662,B
L01251,C02420,2025-03-23,168497,A
L01252,C00935,2024-12-30,135753,C
L01253,C03043,2025-01-01,218850,A
L01254,C04498,2025-11-28,236088,A
L01255,C01467,2024-10-13,219367,C
L01256,C03562,2025-08-26,84918,A
L01257,C00615,2024-04-15,220382,A
L01258,C01183,2024-01-13,172102,D
L01259,C03224,2024-05-25,9638,B
L01260,C02668,2025-04-22,204474,A
L01261,C00131,2025-09-22,62000,C
L01262,C02984,2025-12-15,14251,A
L01263,C04279,2025-10-14,244949,A
L01264,C04460,2024-04-24,231519,A
L01265,C00039,2025-05-23,264229,C
L01266,C03960,2024-05-31,74676,A
L01267,C03588,2024-02-26,57203,C
L01268,C00921,2025-01-16,59617,A
L01269,C02770,2024-06-05,85212,B
L01270,C04112,2024-05-12,260752,A
L01271,C00493,2024-06-11,273149,A
L01272,C01132,2024-10-01,207478,C
L01273,C03522,2025-11-25,184307,B
L01274,C00311,2024-03-17,279117,B
L01275,C00739,2024-02-13,22804,A
L01276,C03242,2025-12-18,93613,C
L01277,C00546,2025-07-03,29680,A
L01278,C02462,2024-11-13,21862,B
L01279,C04347,2025-06-17,92438,C
L01280,C04855,2025-08-07,240953,A
L01281,C01805,2024-06-02,175625,A
L01282,C03213,2024-08-24,204646,C
L01283,C03811,2025-05-31,65313,A
L01284,C00814,2024-08-08,169033,C
L01285,C04125,2024-11-05,298706,A
L01286,C02033,2025-08-20,162137,B
L01287,C04573,2024-06-25,168156,A
L01288,C04414,2024-08-07,255982,A
L01289,C00245,2024-02-07,73116,A
L01290,C04844,2025-10-15,97080,A
L01291,C04793,2025-03-06,67278,A
L01292,C00272,2024-07-21,115549,B
L01293,C03512,2025-03-23,116937,A
L01294,C01772,2025-05-09,147349,A
L01295,C01263,2025-11-14,241999,A
L01296,C02425,2024-05-04,71411,A
L01297,C04362,2024-03-05,213262,C
L01298,C00921,2024-08-31,196141,B
L01299,C03431,2025-06-10,71732,D
L01300,C04436,2024-08-13,187933,A
L01301,C04485,2025-04-09,266200,A
L01302,C02625,2025-10-04,290542,A
L01303,C03761,2025-12-07,84906,A
L01304,C02051,2024-10-19,33517,D
L01305,C03501,2025-12-21,202855,B
L01306,C01166,2025-01-15,291708,B
L01307,C00376,2025-09-16,254717,A
L01308,C02034,2024-06-14,12111,C
L01309,C00146,2025-12-03,105190,B
L01310,C04389,2024-08-05,136382,B
L01311,C00432,2024-10-01,154060,C
L01312,C00705,2024-02-21,158115,D
L01313,C02633,2025-01-08,106850,A
L01314,C04495,2025-10-31,239727,A
L01315,C00964,2024-12-28,94937,A
L01316,C02235,2025-07-20,153453,B
L01317,C02042,2024-01-14,158141,A
L01318,C01829,2024-12-05,179036,C
L01319,C02109,2025-08-24,202806,B
L01320,C04069,2025-06-22,113841,C
L01321,C00939,2024-03-29,273054,B
L01322,C04806,2024-02-10,76020,C
L01323,C00807,2024-10-30,202184,A
L01324,C01464,2024-09-24,253920,D
L01325,C03416,2024-05-17,299965,B
L01326,C00011,2024-01-06,136065,B
L01327,C01869,2024-08-29,100765,A
L01328,C04868,2024-06-10,267069,D
L01329,C00885,2025-11-22,213630,A
L01330,C03565,2025-06-01,202592,C
L01331,C01390,2025-02-04,30044,B
L01332,C03402,2024-06-04,169371,C
L01333,C04322,2024-03-25,212835,D
L01334,C00825,2025-12-12,198719,B
L01335,C02266,2024-01-10,209636,B
L01336,C00937,2024-05-17,43503,A
